client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845840.mp3	08764774b979ebc81ef6ebe99f5b555bedcc4e9f07e52f86b096d66b10a4c6da	또 여자에게 이르시되 내가 네게 잉태하는 고통을 크게 더하리니		1	1	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845872.mp3	072c115afec0b36c661689bbf9cea274fdf4a83e17a85b010b4d6fbe53968d57	아내를 바라보며 밥상 차리라는 뜻을 보였다.		1	0	twenties	female_feminine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35845955.mp3	0a3263aeb0c92d7784d9e6876361d7314035a7e6df688000b35b996633f3d6f5	철수는 부두에 나가서 하루 종일 노동했을 것만은 틀림없는데 별로 곤해하는 기색을 보이지 않았다.		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35845959.mp3	17953fd99bccbe3f1a03cb1a3a8f93678b1cf7b892c73b4459ce2547734ccb4b	부자연하게나마 글을 외듯이 한마디를 하고는 말문이 막혀서 할낏할낏 뒤를 돌려다 본다.		1	1	thirties	male_masculine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845990.mp3	1421179c8617fbda6957ae9d788e9d37bc2cdce18b2c4b0ed50601eeb6f7ea82	그것은 생리 시간에도 배웠고 저를 치료해 주던 의사에게도 들은 말이다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846035.mp3	04d69877ffe37590913799f68e5c3313373a0c69c2680fba20a9737a87b4b415	그러나 마침내는 속이기로 결정하고 억지로 마음을 가라앉히려 하였다.		0	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846036.mp3	01defdf622e9d0ec024c93c7ee602cdc1674ca0af80cf916405113467df8ad5f	그는 한숨을 후 내쉴 때 땀방울이 등 허리를 씻어 근질근질하게 흘러내리는 것을 느꼈다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846098.mp3	165ae7a3211a2b1f2329384395aae0cf3129f9d91f01af3e64b9006ccd04800d	내가 너더러 먹지 말라 명한 그 나무 실과를 네가 먹었느냐		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846101.mp3	1b8b44d97c70bccb58854e4fa74e355a65bdf9a0352c3cee897317db9d654865	이같이 이야기하던 두 사람은 다리 아래로 뛰어내리려고 준비를 했습니다.		1	1	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846189.mp3	0166f0814da3c88037db829157e2184796b1681ca7ed8968cd3cb9f2d6269ed5	그는 뿌옇게 보이는 앞벌을 바라보며 한숨을 푹 쉬었다.		0	1	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846193.mp3	0654024aff0e4be994bf9158136f0b8dc50298e5ece7dd66b565a9059f2f8c5c	오래 앓은 까닭인지 무슨 냄새가 좀 나는 듯하였다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846216.mp3	1206b4791a67c00fb95e581a39850803a7e2f63f3a518246a937f8b98c99e022	조밥도 굶기를 먹다시피 하는 형편이니 물론 약 한 첩 써본 일이 없다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846248.mp3	14d9b1abd304c3e7615d54e03903fc5b2249beae7c7d86d984fbd7752452fd47	내가 이렇게 아픈데		0	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846251.mp3	16964c571d7dc16c7abd820a84576f5d397830632906ea64d874512f48f63724	법원은 최고법원인 대법원과 각급법원으로 조직된다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846424.mp3	1329266b589509de031d81e5a3af90c465caad8a1bd874635719aba4fefd3a7a	해가며 도두룩하게 쌓아 올린 모래를 토닥토닥 두드리기도 한다.		0	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846431.mp3	11acf6701c0d0c8bf45d342db396f488f33d8af36805a74c6eb0eba4b70fb240	그래서 그는 씨아틀을 발길로 차서 밀어 놓고 선비를 안고 넘어졌다.		1	1	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846577.mp3	1e0420b826ce670592e3b5087f05643cb02593eb3ad5d74af67b2d17edb650fc	춘우와 설성월은 편지 하나를 중심으로 씨름이 시작되었다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846583.mp3	1adc3ccbff80e71e53268367095c9139150e15167bf8adaaf98425561d3b5576	저것 저것 좀 내다 보시오.		1	1	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846620.mp3	07689e353a4536708d150eaddabe6cfee16d616aeb19f066cf973dca5130feb6	내버리는 것이 누구에게든지 자유이면 내버림을 당하는 것도 그만큼 자유로 와야 할 것이다.		1	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846646.mp3	027fe2f07eb2e010e98d3bc30ed8cc579708b8002edb0acfd1a7d5513d712674	그는 풍금 타던 손을 쉬고 다시금 머리를 숙이고 묵묵히 생각에 잠겼다.		0	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846685.mp3	192f9b8d0d966993aaecdf08daa6f3c4a3e52041f82bb25eb10153ceba28e8b2	즉, 그 때에 그가 갑자기 달려들더니 나를 떠 밀쳐 버렸습니다.		0	0	twenties	female_feminine			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846688.mp3	0ef44182e95d6f1bb30aa7d9cc08205d2dea8d454328eaa1e2617bdecd599dfe	그러나 그와 동시에 이 몸의 책임이 더한층 무거워진 것을 깨닫습니다.		0	0	twenties	female_feminine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847674.mp3	06400b0b127e037cd181fb8a1ccf5614eaa93ea3c42cadde8c3f662d4a95eebb	이만치 알아두면 그만이다.		1	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847676.mp3	098666adf32f28872015757fe06d9a16e7205ce44b8c1a01cb55aca5650d0a03	김첨지의 눈시울도 뜨끈뜨끈하였다.		0	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847831.mp3	134702aa9b83be2ef6a951e4671b6486740bbc629542eb965536926bf9bd67af	그날 밤도 그 예배당에서 혼자서 눈을 감고 조용한 맛을 즐기고 있노라는데		1	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848033.mp3	19639e6bc05a645bb3d1e1007b09383a50917fda61aad05d7ddb17b31be599d6	새삼스러운 염려가 그의 가슴을 눌렀다.		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848034.mp3	1e6cedd90af0ef28d972285ce161476fe5953f12566fb2ec5fed27f35fe0f177	선비는 마음껏 용기를 내어 가만히 서 있었다.		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848035.mp3	1a752ba5b1f0beb96f746ab9f9ac98eb13356ae3b4ebb7d579378ba3edd88ece	첫째 곁으로 와서 그의 꽁무니를 꾹 붙들었다.		0	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848036.mp3	00e40d922a2eaffd441cee4344790040a9cdf77582f023aad10e9eb0caf64900	영숙은 어머니로서의 사랑을 가진 동시에 또한 남의 애인으로서의 애정을 가지었다.		0	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848083.mp3	1e4103fa7acb88cdbc327f1e8b09616dc1d0e65b50349109bbbb08658e269518	확실히 이 종로는 횡 빈 듯한 느낌을 그에게 던져 주었다.		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848147.mp3	112e522f9dc7f682269388348114183243e280be4337ec6a9bbe2795376c304c	그가 영숙을 본 뒤부터 웬일인지 세상이 또다시 꿈같다.		0	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848149.mp3	0c16a98fe554c7a9715a1187de6853a61f3ec41f805d07965bfd050c28276ecd	삼십 원을 벌었어, 삼십 원을!		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848155.mp3	1fbf361afb913fd0e993d9b16f2e196805bd68d31a3089674f8edce7cd000e35	옛날에 덕호에게 인격적 모욕을 감수하던 그 자신이 등허리에서 땀이 나도록 떠오른다.		1	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848222.mp3	004fb3b85af98d7c516e9ed642c7d047e46e3867a9bcb5b96856f404de1169b8	하고 다시 부를 때 그의 목소리는 애원하는 소리였다.		1	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848223.mp3	1f9249bf14310f5ae34a27246dcdf3a3125f5e5f24ca9b3fa421094172bf3fd1	이와 같은 이야기가 있던 그날 저녁 때이다.		0	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848355.mp3	0f6f54409ff912a1472bba38ebca52afa698cb8de6a0244b34ab812538bd214b	영신은 차창에 이마를 들부비며 소리를 죽이면서 흐느껴 울었다.		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848358.mp3	1c41514583beb1e88648d190695ba63302dd1ca68187b8970ff7e1f879df3fb3	일포는 언제나 저렇게 뚱뚱한 채 살폭이 좋았다.		1	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848498.mp3	03ea6a28ed6d489e256c805d1a09ea4d68278adab376283493c417be65d56051	따라서 그때부터 자기가 선비를 맘 한구석에 생각하였다는 것이 옛날을 회상 할수록 뚜렷하였다.		1	1	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848499.mp3	081573e90b34d2e4a94f7193395f21b36d79d6cc12ab472def681305ea5b5368	말하기는 우리가 다른 사람과 커뮤니케이션 하는 가장 자연스러운 방법입니다.		1	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848500.mp3	0785bf8ed468f363c1856e2b0edcc483df6536fe8719e8e572d0f500a2070714	문밖을 나서는 선비의 뒤를 따라나오는 간난 어머니는 재삼 부탁하였다.		0	0	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848501.mp3	07bfcdafa5b259871c561207f59bde025aea0b49cdf5ba57256fb68b9a3366a0	그러나 그것이 준 교훈은 절대 잊으면 안 된다.		1	1	thirties	male_masculine			ko	
a98bcd69681a39d6dc4b85f8a16a6e0bd7a18644f0464c8fa65dfac00970c0c7e616b967cf0b0d06e40c3b84d611ae1a2b138e50a4d495c0416b9ac3105a8246	common_voice_ko_35848549.mp3	07ae50a4b18af9a6a4d4cea3702f363b281af1483c4919e0df62a4862e4ce87d	동혁이도 그 넓적한 손바닥이 아프도록 쳤다.		1	0					ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850229.mp3	0bcbbdcdc9b60b5fb2adcaaec879dc066332ef0acf00ff6d750402d139301fdf	국무회의는 정부의 권한에 속하는 중요한 정책을 심의한다.		0	0	thirties	male_masculine	Seoul		ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850235.mp3	110eccb54f9a81e73e8b08751f97441648aa078ca2e790292074e4f133e41988	뽕나무 막대기를 지휘봉 대신으로 내젓기 시작한다.		0	0	thirties	male_masculine	Seoul		ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850469.mp3	067a337aeeeb033b37a02efa64a710200a561b33f122ca0a9f9c35233744399f	저마다 짐을 잡아당기다가 마침내 서로 주먹으로 쥐어박기 시작한다.		0	0	thirties	male_masculine	Seoul		ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850475.mp3	05baf7d74ee6daa77b49f4d5466e51cf86a106d8661fdad989a668fb3af561a5	그러나 그 말쯤에 노염을 탈 동혁이가 아니다.		0	0	thirties	male_masculine	Seoul		ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850782.mp3	2203a9c5178524ad2318072609f94d3e1007ad047c739fbe09c2852d6d3ae227	기침소리에 옥점의 방에서는 누가 나오는 모양이다.		0	0	thirties	male_masculine	Seoul		ko	
b8dfc7ff00a7a00b25617524829a5acd6e93fa1c09060e3d7570a481e8e061ae5862a974cc1c02f913839e5b84a3e4f3c198ae604ca1c08cd75d183d201516b9	common_voice_ko_35866057.mp3	1a5271d6a1301a615a157131d94eba01b98a624ff6a8e4db80deeecf0ef11d76	동혁은 회관으로 올라가서 지붕을 이을 때에 쓰던 사닥다리를 둘러메더니 산등성이를 넘는다.		0	1					ko	
994502e6e432841fdac5cfa623bdbb72b244b98c68e834f375a66ae5436a4a7e2670dedc4bc8890c170eba5e2141ccc0e1a9fab6c1f6c128c58a310fea794ad5	common_voice_ko_35884366.mp3	1693e62e01adf2ff69d00db03a5c91e8b015fcf58aac633f2fd900f7eb678517	덕호는 눈살을 찌푸리며 옥점 어머니를 노려보았다.		1	0					ko	
994502e6e432841fdac5cfa623bdbb72b244b98c68e834f375a66ae5436a4a7e2670dedc4bc8890c170eba5e2141ccc0e1a9fab6c1f6c128c58a310fea794ad5	common_voice_ko_35884367.mp3	253f0f8230f142f055e43811a175063574567ff61dbc0a974b7b719e4349cbbd	그는 한숨을 길게 쉬며 머리를 숙여 버렸습니다.		1	0					ko	
994502e6e432841fdac5cfa623bdbb72b244b98c68e834f375a66ae5436a4a7e2670dedc4bc8890c170eba5e2141ccc0e1a9fab6c1f6c128c58a310fea794ad5	common_voice_ko_35884368.mp3	215313de2b8e4f52e35daabcf751196a1fee67a3ff05c62df090f22840fe6b79	머리를 갈래갈래 헤친 옥점 어머니가 마루로부터 뛰어내려와서 선비의 머리끄덩이를 움켜쥐었다.		1	0					ko	
994502e6e432841fdac5cfa623bdbb72b244b98c68e834f375a66ae5436a4a7e2670dedc4bc8890c170eba5e2141ccc0e1a9fab6c1f6c128c58a310fea794ad5	common_voice_ko_35884399.mp3	27f4e6ef58bc45c2cf66d796d0179c669fc8b7d3d4505c8b4eb6f692aed1211c	추석날은 장거리에서 물 위와 물 아래 동리를 편을 갈라서 줄을 다린다고 떠들었다.		1	0					ko	
