client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549538.mp3	43a1e275b900752d69feb44d91a8983b89b6a407d18306acd3b07918c3003f87	그리고 갑자기 뭐라고 형용할 수 없는 힘이 그의 가슴을 짝 채우고말았다.		2	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549540.mp3	486a5f864e45a2e23f8dd4be20603404961f87869ae1cf88c8c81dda9066aa71	동혁의 커다란 눈동자는 영신의 가슴속을 뚫고 들여다보는 듯하다.		4	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549541.mp3	428a71b6545a1379efa91217d841cf9ae4f8cdf89a32a07b3c68881ec29b4692	란 생각이었다.		2	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549542.mp3	415253d6d36fffc49b0f49488da39ed915b5e9177de0fb379823e64b8ca6d51a	그래서 다시 말 할까 하고 덕호를 흘금 쳐다보았다.		2	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549549.mp3	4dc5d4b1cbebbc1c2d28beea619d0fe6aa86c8ae7bb0afc495e6ea308c990f04	아버님은 분명히 살아 계셨습니다.		4	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549551.mp3	43d31b43b95c5f7773ed5956174aa311217a7ec0257448509ed976282d864205	그때 갑자기 은희의 고운 노래 소리가 고요하게 들려왔습니다.		4	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549552.mp3	1e2f0d04999afeda14df51fcfe079d25342876b970364eeba9a693217a30a57b	내 아들아 지식의 말씀에서 떠나게 하는 교훈을 듣지 말지니라		4	0			일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549580.mp3	51883f06d7fe3e616988b86fff75c003b1307bc02c53f0dcad20942c876fee7a	첫째는 귀찮다는 듯이 조금 물러앉으며 벌렁 누워 버렸다.		2	0	fourties	male_masculine	일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549583.mp3	14db8fb7c3e8f3a6df7c24d47e33247db247352df994230a9a8665aabef9b918	술 못 마신다고 하지 않았던가?		2	0	fourties	male_masculine	일반적인 성인 남성 		ko	
8c2dfe4972254a90be39fcd0ad3803ace47f4985a54c11608bce0277a2a7b0b27a93d6e101431c5573b639c1377d4da8445014268c2116b0b1716b70ff0cddb5	common_voice_ko_36549592.mp3	5040cd656d25d9cce918d7a49f06dcc8d6bab85155400a29d333594ab3380510	한구석에 몰려 앉은 여학생들은 손수건을 입에다 대고 허리를 잡는다.		4	2	fourties	male_masculine	일반적인 성인 남성 		ko	
